publicid,eventtype,origintime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2019p500254,earthquake,2019-07-05T02:15:23.522Z,2019-07-05T02:26:08.401Z,175.8649445,-40.61919785,1.376192931,20.22907829,M,,LOCSAT,confirmed,manual,iasp91,14,10,4,0.103322461,82.77062988,0.421582388,0
2019p500129,earthquake,2019-07-05T01:09:03.097Z,2019-07-05T01:16:00.540Z,174.285553,-41.64534378,1.863571964,5.351815224,M,,LOCSAT,confirmed,manual,iasp91,12,9,3,0.314750344,216.5095673,0.388306045,0
2019p499361,earthquake,2019-07-04T18:19:32.463Z,2019-07-04T18:26:00.965Z,173.4998627,-41.5102005,2.003623262,38.01377487,M,,LOCSAT,confirmed,manual,iasp91,17,11,4,0.306544036,80.35381317,0.297530696,0
2019p499247,earthquake,2019-07-04T17:19:44.689Z,2019-07-04T17:28:16.473Z,175.8227234,-40.57682419,1.95573004,27.06371689,M,,LOCSAT,confirmed,manual,iasp91,19,13,10,0.115106411,101.5623016,0.510286745,0
2019p498868,earthquake,2019-07-04T13:57:07.054Z,2019-07-04T13:59:20.962Z,175.2073517,-41.32704163,1.406429356,16.50595856,M,,LOCSAT,confirmed,manual,iasp91,19,11,5,0.09420611,80.48789978,0.331105533,0
2019p498017,earthquake,2019-07-04T06:23:28.714Z,2019-07-31T02:15:37.783Z,174.2613983,-41.62474823,3.606656241,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,33,21,11,0.129180878,109.9306946,0.711206974,0
2019p497772,earthquake,2019-07-04T04:13:20.279Z,2019-07-04T04:19:05.428Z,174.1614685,-41.68014526,1.894884646,11.01698399,M,,LOCSAT,confirmed,manual,iasp91,22,15,4,0.064173989,67.6943512,0.30595013,0
2019p497685,earthquake,2019-07-04T03:26:48.261Z,2019-07-30T23:56:02.315Z,173.7443695,-42.04167938,3.005701451,3.96260643,M,,LOCSAT,confirmed,manual,iasp91,29,21,10,0.196477667,122.7007675,0.345319452,0
2019p496946,earthquake,2019-07-03T20:53:02.884Z,2019-07-03T21:08:41.040Z,175.7461395,-40.59901428,1.860610245,21.38368225,M,,LOCSAT,confirmed,manual,iasp91,22,15,9,0.057873007,117.2490134,0.347843378,0
2019p496850,earthquake,2019-07-03T20:02:00.030Z,2019-07-03T20:12:28.546Z,174.6457825,-40.45005417,1.892433905,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,15,10,5,0.45689249,209.2182159,0.509786285,0
2019p496029,earthquake,2019-07-03T12:44:30.011Z,2019-07-03T12:48:12.194Z,174.1655121,-41.74186707,2.417344501,14.75407791,M,,LOCSAT,confirmed,manual,iasp91,18,11,9,0.036850132,113.2971115,0.411970366,0
2019p495979,earthquake,2019-07-03T12:17:44.533Z,2019-07-03T12:25:27.050Z,174.2899628,-41.63248825,2.430745165,10.57646561,M,,LOCSAT,confirmed,manual,iasp91,26,21,12,0.129649952,120.7462616,0.325605116,0
2019p495923,earthquake,2019-07-03T11:47:47.255Z,2019-07-03T11:50:16.274Z,174.2669373,-41.63526535,2.59198251,12.37147808,M,,LOCSAT,confirmed,manual,iasp91,23,16,13,0.120420463,114.0389557,0.398105298,0
2019p495675,earthquake,2019-07-03T09:36:02.248Z,2019-07-03T09:43:00.408Z,174.5272827,-41.13922119,2.122652283,23.14203644,M,,LOCSAT,confirmed,manual,iasp91,26,19,7,0.202343449,100.1483765,0.342159792,0
2019p495285,earthquake,2019-07-03T06:07:57.667Z,2019-07-03T06:15:23.628Z,175.5038147,-41.06302643,1.648424177,21.56481552,M,,LOCSAT,confirmed,manual,iasp91,22,11,7,0.094825037,58.9332962,0.315727738,0
2019p494715,earthquake,2019-07-03T01:04:27.101Z,2019-07-03T01:14:19.495Z,176.1296692,-40.86143112,2.583322929,23.61779022,M,,LOCSAT,confirmed,manual,iasp91,18,11,16,0.072865054,85.01483917,0.286627012,0
2019p494710,earthquake,2019-07-03T01:01:59.766Z,2019-07-03T01:09:15.402Z,174.151947,-41.70031357,1.967597808,8.545645714,M,,LOCSAT,confirmed,manual,iasp91,16,10,6,0.067182206,74.59762955,0.334599339,0
2019p494385,earthquake,2019-07-02T22:08:22.164Z,2019-07-02T22:20:10.899Z,174.5477905,-41.06996918,2.025070566,20.74821663,M,,LOCSAT,confirmed,manual,iasp91,22,14,7,0.248424515,113.54739,0.392115422,0
2019p494146,earthquake,2019-07-02T20:01:30.856Z,2019-07-29T23:47:08.251Z,173.2128143,-41.57869339,2.70229543,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,13,7,0.294668704,67.44309998,0.541103781,0
2019p493287,earthquake,2019-07-02T12:23:48.845Z,2019-07-02T12:27:05.247Z,175.490799,-41.04797363,1.353360685,12.892066,M,,LOCSAT,confirmed,manual,iasp91,26,13,8,0.110149741,99.49703979,0.339334457,0
2019p492762,earthquake,2019-07-02T07:43:41.108Z,2019-07-02T07:48:32.607Z,174.4741974,-40.97684097,2.150470588,27.58089066,M,,LOCSAT,confirmed,manual,iasp91,23,15,10,0.277126849,85.42435265,0.388046936,0
2019p492685,earthquake,2019-07-02T07:02:40.180Z,2019-07-02T07:08:28.998Z,175.8671722,-40.59489441,1.022439433,23.92872238,M,,LOCSAT,confirmed,manual,iasp91,18,11,5,0.088699885,86.24285889,0.509548948,0
2019p492493,earthquake,2019-07-02T05:20:19.428Z,2019-07-02T05:27:12.263Z,173.2210083,-41.57985687,2.395828607,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,19,13,6,0.298781127,67.98519897,0.460756273,0
2019p491982,earthquake,2019-07-02T00:48:21.298Z,2019-07-02T00:53:27.655Z,173.4414825,-41.58078384,2.256315319,36.73125076,M,,LOCSAT,confirmed,manual,iasp91,18,10,6,0.351976901,70.44946289,0.302942313,0
2019p491910,earthquake,2019-07-02T00:10:10.487Z,2019-07-02T00:18:48.645Z,176.1389008,-40.41674423,2.228265195,25.94442558,M,,LOCSAT,confirmed,manual,iasp91,27,16,19,0.119643994,63.12214661,0.328294276,0
2019p491818,earthquake,2019-07-01T23:20:41.677Z,2019-07-01T23:27:42.240Z,174.2538147,-41.6231842,1.665548246,7.556089401,M,,LOCSAT,confirmed,manual,iasp91,25,16,6,0.129250482,118.5465088,0.433429662,0
2019p491375,earthquake,2019-07-01T19:24:45.245Z,2019-07-01T19:29:13.688Z,176.2802124,-40.34857941,1.680118703,23.62114716,M,,LOCSAT,confirmed,manual,iasp91,25,16,8,0.057340659,47.04851532,0.462188059,0
2019p489746,earthquake,2019-07-01T04:57:03.889Z,2019-07-01T05:02:08.611Z,176.3283386,-40.29092789,2.047751549,42.27534866,M,,LOCSAT,confirmed,manual,iasp91,18,12,8,0.123953141,62.30361176,0.390173539,0
2019p489674,earthquake,2019-07-01T04:18:33.905Z,2019-07-01T04:20:52.011Z,175.8507996,-40.59874344,2.626038299,22.55849075,M,,LOCSAT,confirmed,manual,iasp91,18,10,8,0.101582624,89.67018127,0.470246801,0
2019p489411,earthquake,2019-07-01T01:58:19.163Z,2019-07-01T02:02:49.296Z,175.074707,-41.40445709,1.52460571,14.95567036,M,,LOCSAT,confirmed,manual,iasp91,18,11,7,0.131942824,127.8869324,0.241335448,0
2019p489383,earthquake,2019-07-01T01:43:47.289Z,2019-07-01T02:38:43.526Z,175.0684509,-41.4082756,1.904078449,15.10713387,M,,LOCSAT,confirmed,manual,iasp91,20,12,10,0.136363402,130.9408875,0.198548743,0
2019p488545,earthquake,2019-06-30T18:17:01.376Z,2019-06-30T18:21:42.471Z,176.6904297,-40.29313278,1.747505553,15.33461189,M,,LOCSAT,confirmed,manual,iasp91,25,17,7,0.05001425,184.2734261,0.61937615,0
2019p488466,earthquake,2019-06-30T17:35:04.564Z,2019-06-30T17:41:09.616Z,175.8712311,-40.58419418,1.226706397,26.12302208,M,,LOCSAT,confirmed,manual,iasp91,20,10,4,0.081517071,86.68798828,0.600195956,0
2019p488412,earthquake,2019-06-30T17:06:14.740Z,2019-06-30T17:09:28.241Z,174.094986,-41.73061371,1.8346697,12.62001514,M,,LOCSAT,confirmed,manual,iasp91,15,11,6,0.090816475,98.91374207,0.451354128,0
2019p488302,earthquake,2019-06-30T16:07:49.688Z,2019-06-30T16:10:25.329Z,175.3240814,-39.93464279,2.077585437,37.2249527,M,,LOCSAT,confirmed,manual,iasp91,22,14,4,0.316631526,116.9419556,0.663397483,0
2019p488113,earthquake,2019-06-30T14:27:06.252Z,2019-06-30T14:30:46.114Z,175.651535,-40.83965683,1.658168789,16.4852581,M,,LOCSAT,confirmed,manual,iasp91,27,22,9,0.110622324,69.31362915,0.375731143,0
2019p487890,earthquake,2019-06-30T12:28:00.520Z,2019-06-30T12:30:51.097Z,176.3423309,-40.33432007,0.942367437,30.79496765,M,,LOCSAT,confirmed,manual,iasp91,15,10,6,0.138949916,67.83401489,0.377701062,0
2019p487809,earthquake,2019-06-30T11:44:39.681Z,2019-06-30T11:48:30.527Z,174.2961578,-41.73962402,1.860144773,8.419829369,M,,LOCSAT,confirmed,manual,iasp91,26,22,9,0.0623262,142.5964127,0.434297548,0
2019p487538,earthquake,2019-06-30T09:20:39.700Z,2019-06-30T09:25:52.684Z,174.5746613,-41.03656387,1.54326873,24.6586628,M,,LOCSAT,confirmed,manual,iasp91,27,14,9,0.284518808,120.2910995,0.472029022,0
2019p487360,earthquake,2019-06-30T07:45:33.775Z,2019-06-30T07:48:02.900Z,174.1132202,-41.69146729,2.174751966,9.567229271,M,,LOCSAT,confirmed,manual,iasp91,17,11,12,0.094754897,82.98321533,0.537393649,0
2019p487075,earthquake,2019-06-30T05:13:58.307Z,2019-06-30T05:17:16.264Z,176.5809631,-40.6516037,2.003781713,13.75919247,M,,LOCSAT,confirmed,manual,iasp91,22,13,10,0.207952663,221.8835244,0.5218774,0
2019p486947,earthquake,2019-06-30T04:05:45.351Z,2019-06-30T04:12:48.867Z,174.2726898,-41.73933411,2.136423676,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,40,26,17,0.04510339,141.3707047,0.627168534,0
2019p486882,earthquake,2019-06-30T03:30:53.736Z,2019-06-30T03:33:08.118Z,175.3287811,-39.94374847,1.919283998,18.84947586,M,,LOCSAT,confirmed,manual,iasp91,21,14,6,0.324805051,140.3016968,0.345839396,0
2019p486593,earthquake,2019-06-30T00:56:48.312Z,2019-06-30T01:01:47.234Z,174.9121704,-40.7368927,1.407068947,30.68128014,M,,LOCSAT,confirmed,manual,iasp91,18,12,7,0.123874791,176.8972931,0.317133923,0
2019p486420,earthquake,2019-06-29T23:24:34.754Z,2019-06-29T23:34:25.106Z,173.9277496,-41.56295776,1.689872005,25.75762558,M,,LOCSAT,confirmed,manual,iasp91,18,15,5,0.12447539,56.42726135,0.418080121,0
2019p486260,earthquake,2019-06-29T21:59:34.195Z,2019-06-29T22:04:16.195Z,175.8677216,-40.599617,1.251604532,29.19163895,M,,LOCSAT,confirmed,manual,iasp91,19,13,9,0.090566538,85.40493774,0.380199951,0
2019p486191,earthquake,2019-06-29T21:23:03.345Z,2019-06-29T21:25:25.140Z,175.7024536,-40.88870239,2.766281863,21.2624836,M,,LOCSAT,confirmed,manual,iasp91,17,10,24,0.142301723,57.59024048,0.250360275,0
2019p486064,earthquake,2019-06-29T20:15:17.483Z,2019-06-29T20:32:42.130Z,174.8230286,-42.33530426,1.983589866,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,20,16,3,0.7410537,196.861433,0.580543486,0
2019p485929,earthquake,2019-06-29T19:03:27.077Z,2019-06-29T19:06:44.632Z,175.2082214,-41.52270126,2.517664465,22.12401009,M,,LOCSAT,confirmed,manual,iasp91,28,19,14,0.05812284,90.75950623,0.42797255,0
2019p485312,earthquake,2019-06-29T13:34:15.754Z,2019-06-29T13:41:33.662Z,173.3338013,-41.37184525,2.304470039,64.70937347,M,,LOCSAT,confirmed,manual,iasp91,29,20,14,0.15838936,52.49253368,0.406519546,0
2019p484892,earthquake,2019-06-29T09:50:47.086Z,2019-06-29T09:52:30.646Z,174.5332031,-41.05377197,2.622378512,26.44378853,M,,LOCSAT,confirmed,manual,iasp91,23,13,15,0.249256313,117.7529564,0.374674297,0
2019p484782,earthquake,2019-06-29T08:52:18.096Z,2019-06-29T08:57:10.411Z,175.2623444,-40.46179581,1.698827529,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,17,13,7,0.312158376,188.2741165,0.382879402,0
2019p484551,earthquake,2019-06-29T06:49:07.778Z,2019-06-29T06:53:52.813Z,176.2600403,-40.30001068,2.359395231,20.47502327,M,,LOCSAT,confirmed,manual,iasp91,24,12,9,0.071465351,47.34542847,0.507294246,0
2019p484450,earthquake,2019-06-29T05:55:14.333Z,2019-06-29T05:58:59.537Z,174.9228668,-40.13512421,2.011441446,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,31,18,13,0.383062929,115.4833221,0.609261218,0
2019p484344,earthquake,2019-06-29T04:58:34.013Z,2019-06-29T05:00:50.403Z,176.3168335,-40.35651016,1.936118015,22.76932716,M,,LOCSAT,confirmed,manual,iasp91,21,13,7,0.128474027,60.72931671,0.247563094,0
2019p484050,earthquake,2019-06-29T02:21:54.567Z,2019-06-29T02:24:25.776Z,176.3507538,-40.29406357,2.237876542,39.88231277,M,,LOCSAT,confirmed,manual,iasp91,20,13,22,0.140922442,75.02340698,0.3791892,0
2019p483866,earthquake,2019-06-29T00:44:18.563Z,2019-06-29T00:46:50.371Z,174.2687225,-41.6876297,1.806142893,14.08157444,M,,LOCSAT,confirmed,manual,iasp91,19,12,6,0.073835045,132.5769424,0.497358045,0
2019p483226,earthquake,2019-06-28T19:03:10.700Z,2019-06-28T19:07:55.216Z,175.31427,-41.24222183,1.557172636,19.61780739,M,,LOCSAT,confirmed,manual,iasp91,23,14,8,0.163032085,47.73672485,0.301334056,0
2019p483135,earthquake,2019-06-28T18:14:42.394Z,2019-06-28T18:20:53.572Z,174.1422424,-41.70296478,2.43471106,9.13104248,M,,LOCSAT,confirmed,manual,iasp91,17,13,19,0.070627443,74.71981812,0.411289944,0
2019p482804,earthquake,2019-06-28T15:18:40.975Z,2019-06-28T15:42:15.331Z,175.871994,-40.59790802,1.420783187,25.79014015,M,,LOCSAT,confirmed,manual,iasp91,18,11,8,0.086894855,84.65019226,0.463340156,0
2019p482765,earthquake,2019-06-28T14:57:33.221Z,2019-06-28T15:02:38.206Z,175.9325409,-40.24800491,1.612967478,20.51861191,M,,LOCSAT,confirmed,manual,iasp91,21,12,14,0.186152414,145.4334888,0.370429953,0
2019p482191,earthquake,2019-06-28T09:51:53.607Z,2019-06-28T09:57:16.228Z,175.0050812,-42.38024139,2.274167875,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,17,12,3,0.831586599,229.6881561,0.716902575,0
2019p482130,earthquake,2019-06-28T09:19:03.518Z,2019-06-28T09:21:34.108Z,176.0027008,-40.72333908,1.475674726,23.7907486,M,,LOCSAT,confirmed,manual,iasp91,18,9,5,0.103336141,115.6727524,0.404607661,0
2019p482128,earthquake,2019-06-28T09:18:03.462Z,2019-06-28T09:23:11.281Z,174.8286743,-40.1515274,1.725359729,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,23,18,7,0.414337874,96.9672699,0.587131968,0
2019p482023,earthquake,2019-06-28T08:22:04.599Z,2019-06-28T08:25:49.618Z,176.2728119,-40.42567444,1.371014566,19.06299591,M,,LOCSAT,confirmed,manual,iasp91,21,13,8,0.150439039,124.3167114,0.255343228,0
2019p481917,earthquake,2019-06-28T07:25:53.680Z,2019-06-28T07:29:36.233Z,174.1423187,-41.69689178,1.353296367,10.0599966,M,,LOCSAT,confirmed,manual,iasp91,21,16,5,0.074683741,77.57580566,0.470830847,0
2019p481829,earthquake,2019-06-28T06:39:00.030Z,2019-06-28T06:40:50.730Z,176.1432648,-40.75924301,1.542233871,23.29001808,M,,LOCSAT,confirmed,manual,iasp91,18,10,7,0.111577682,119.0385818,0.268895732,0
2019p481286,earthquake,2019-06-28T01:49:30.072Z,2019-06-28T01:51:45.991Z,174.5730743,-40.98692322,1.96173891,42.73146057,M,,LOCSAT,confirmed,manual,iasp91,19,10,6,0.284486949,133.5114784,0.35914633,0
2019p481016,earthquake,2019-06-27T23:25:43.121Z,2019-06-27T23:28:33.578Z,174.1421051,-41.70226288,1.776580548,7.737752914,M,,LOCSAT,confirmed,manual,iasp91,32,19,10,0.071164109,53.87188721,0.506382152,0
2019p480906,earthquake,2019-06-27T22:26:57.999Z,2019-06-27T22:29:37.050Z,175.2159729,-39.62065125,1.222817519,61.40195084,M,,LOCSAT,confirmed,manual,iasp91,22,15,7,0.222548187,144.0457211,0.195556889,0
2019p480741,earthquake,2019-06-27T20:59:04.639Z,2019-06-27T21:03:04.700Z,174.131073,-41.7013092,2.00512175,9.911571503,M,,LOCSAT,confirmed,manual,iasp91,21,11,6,0.05014782,76.0930481,0.549098374,0
2019p480609,earthquake,2019-06-27T19:49:00.464Z,2019-06-27T19:53:17.245Z,174.155426,-41.70316696,1.693168303,7.404608727,M,,LOCSAT,confirmed,manual,iasp91,21,16,6,0.063320905,55.22743225,0.454189543,0
2019p480523,earthquake,2019-06-27T19:03:00.085Z,2019-06-27T19:10:09.034Z,174.1324005,-41.70804596,4.244939908,11.66279984,M,,LOCSAT,confirmed,manual,iasp91,31,22,57,0.055069465,53.92029572,0.517047776,0
2019p480429,earthquake,2019-06-27T18:13:01.552Z,2019-06-27T18:18:39.399Z,174.875412,-41.25017166,1.316479349,21.46015739,M,,LOCSAT,confirmed,manual,iasp91,19,12,6,0.087628275,108.9592285,0.397433656,0
2019p480272,earthquake,2019-06-27T16:49:01.418Z,2019-06-27T17:04:54.614Z,174.1946411,-41.02312469,2.113945859,34.12122345,M,,LOCSAT,confirmed,manual,iasp91,28,20,13,0.196983501,114.5942612,0.509266316,0
2019p480191,earthquake,2019-06-27T16:06:08.706Z,2019-06-27T16:11:45.581Z,175.5114746,-40.80636215,1.179988007,20.37886238,M,,LOCSAT,confirmed,manual,iasp91,18,11,8,0.090920344,111.6923122,0.32534541,0
2019p480174,earthquake,2019-06-27T15:57:08.295Z,2019-06-27T16:12:05.331Z,173.216568,-41.80237961,1.937290761,61.67923737,M,,LOCSAT,confirmed,manual,iasp91,19,14,5,0.236251757,78.56993103,0.371559697,0
2019p479959,earthquake,2019-06-27T14:02:11.213Z,2019-06-27T14:47:19.802Z,176.2906647,-40.40568924,1.649185397,21.80466652,M,,LOCSAT,confirmed,manual,iasp91,26,15,12,0.142742395,75.98846436,0.222906604,0
2019p479829,earthquake,2019-06-27T12:53:02.930Z,2019-06-27T12:58:18.086Z,175.6902313,-40.73406982,2.155180285,16.32368279,M,,LOCSAT,confirmed,manual,iasp91,19,11,21,0.112288944,59.03694916,0.376852989,0
2019p479814,earthquake,2019-06-27T12:45:08.111Z,2019-06-27T12:52:51.290Z,174.1217041,-41.69765091,2.143958477,15.25409126,M,,LOCSAT,confirmed,manual,iasp91,24,17,12,0.042323269,53.60533142,0.455156036,0
2019p479630,earthquake,2019-06-27T11:06:52.728Z,2019-06-27T11:18:35.123Z,175.8493958,-40.65848923,0.763622946,28.22754669,M,,LOCSAT,confirmed,manual,iasp91,17,11,3,0.108469926,77.52444458,0.429398678,0
2019p479474,earthquake,2019-06-27T09:43:55.928Z,2019-06-27T09:46:35.134Z,173.7063141,-41.97075272,2.703616494,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,23,15,20,0.285272479,124.15168,0.550473081,0
2019p479431,earthquake,2019-06-27T09:21:10.613Z,2019-06-27T09:24:20.706Z,174.8621521,-40.58398438,1.490925452,21.79086113,M,,LOCSAT,confirmed,manual,iasp91,17,12,4,0.27896452,80.1153717,0.351694155,0
2019p479414,earthquake,2019-06-27T09:12:03.648Z,2019-06-27T09:17:52.566Z,175.0345154,-41.28802109,1.175108742,17.54085922,M,,LOCSAT,confirmed,manual,iasp91,30,21,6,0.104517192,121.4995728,0.200625491,0
2019p479221,earthquake,2019-06-27T07:29:10.783Z,2019-06-27T07:32:43.811Z,174.1941681,-41.70697403,1.341156063,4.886310577,M,,LOCSAT,confirmed,manual,iasp91,18,13,5,0.044510048,99.43691254,0.305153771,0
2019p479061,earthquake,2019-06-27T06:04:02.539Z,2019-06-27T06:10:06.761Z,174.9743652,-41.25725555,1.443949383,20.67564964,M,,LOCSAT,confirmed,manual,iasp91,20,13,6,0.053081345,61.23529053,0.313519562,0
2019p478878,earthquake,2019-06-27T04:26:42.271Z,2019-06-27T04:31:44.640Z,175.3893433,-40.68694305,0.990344443,21.70635796,M,,LOCSAT,confirmed,manual,iasp91,13,7,4,0.146284074,195.3348007,0.23579837,0
2019p478623,earthquake,2019-06-27T02:11:15.176Z,2019-07-26T01:41:11.020Z,174.6383057,-41.16489792,2.736613203,23.45027351,M,,LOCSAT,confirmed,manual,iasp91,42,23,10,0.075834274,90.61966324,0.605621372,0
2019p478615,earthquake,2019-06-27T02:06:32.250Z,2019-06-27T02:09:11.083Z,176.350296,-40.30681992,2.887059026,21.96790314,M,,LOCSAT,confirmed,manual,iasp91,17,11,7,0.14070265,68.49442291,0.210770474,0
2019p478439,earthquake,2019-06-27T00:32:24.090Z,2019-07-26T01:32:50.461Z,174.2714691,-40.79806137,2.721772769,34.56708908,M,,LOCSAT,confirmed,manual,iasp91,26,16,28,0.265597254,144.602211,0.424932973,0
2019p477872,earthquake,2019-06-26T19:30:38.548Z,2019-06-26T19:35:07.173Z,173.466507,-41.52936172,1.924583027,37.40031052,M,,LOCSAT,confirmed,manual,iasp91,18,10,6,0.318790495,64.30767822,0.23834475,0
2019p477548,earthquake,2019-06-26T16:37:43.416Z,2019-06-26T16:39:30.325Z,176.116806,-40.33082199,1.91947391,21.813694,M,,LOCSAT,confirmed,manual,iasp91,19,10,8,0.049695723,79.24130249,0.243116185,0
2019p477278,earthquake,2019-06-26T14:14:12.801Z,2019-06-26T14:19:17.536Z,174.1555481,-41.80591202,2.1883724,7.87658596,M,,LOCSAT,confirmed,manual,iasp91,23,17,8,0.024996215,136.4550323,0.353361044,0
2019p477225,earthquake,2019-06-26T13:45:47.053Z,2019-06-26T13:51:13.919Z,174.0130157,-41.7946701,2.140429709,11.3308897,M,,LOCSAT,confirmed,manual,iasp91,27,16,7,0.099294603,100.1732559,0.372217788,0
2019p476987,earthquake,2019-06-26T11:40:30.700Z,2019-06-26T11:45:38.577Z,175.9596863,-40.58614349,1.222708565,5.893287659,M,,LOCSAT,confirmed,manual,iasp91,19,11,6,0.032570202,67.45832825,0.437022748,0
2019p476847,earthquake,2019-06-26T10:24:23.557Z,2019-06-26T10:33:11.956Z,174.0045166,-41.12671661,1.499359276,34.00806808,M,,LOCSAT,confirmed,manual,iasp91,19,10,5,0.22156769,80.07662964,0.509899066,0
2019p476833,earthquake,2019-06-26T10:16:54.668Z,2019-06-26T10:39:48.236Z,175.1722412,-41.14186859,1.721993109,7.933841228,M,,LOCSAT,confirmed,manual,iasp91,29,17,7,0.087116167,71.67471313,0.3622663,0
2019p476643,earthquake,2019-06-26T08:35:43.054Z,2019-06-26T08:42:53.926Z,174.4751587,-40.29164886,1.942564284,35.50780487,M,,LOCSAT,confirmed,manual,iasp91,19,15,6,0.65795368,103.4832916,0.435096939,0
2019p476512,earthquake,2019-06-26T07:25:36.748Z,2019-06-26T07:37:02.225Z,175.5322418,-40.31418991,1.679156237,24.6414547,M,,LOCSAT,confirmed,manual,iasp91,17,13,12,0.196101248,102.1558838,0.295278314,0
2019p476406,earthquake,2019-06-26T06:29:31.297Z,2019-06-26T07:06:24.914Z,176.39328,-40.27794647,1.684753859,22.09877586,M,,LOCSAT,confirmed,manual,iasp91,20,12,10,0.168862507,62.72212219,0.200240619,0
2019p476399,earthquake,2019-06-26T06:25:37.306Z,2019-06-26T06:55:18.185Z,173.6931763,-41.16689682,1.623847674,67.19648743,M,,LOCSAT,confirmed,manual,iasp91,16,10,6,0.125885338,94.66133881,0.424506996,0
2019p476232,earthquake,2019-06-26T04:56:29.315Z,2019-06-26T05:29:53.737Z,174.7131042,-41.39919281,1.628391458,11.71845722,M,,LOCSAT,confirmed,manual,iasp91,23,15,9,0.119204179,130.238533,0.455591409,0
2019p475772,earthquake,2019-06-26T00:51:37.098Z,2019-06-26T00:57:21.321Z,175.211731,-41.16708755,1.285899318,17.95302391,M,,LOCSAT,confirmed,manual,iasp91,21,13,7,0.12499769,75.44163513,0.396222805,0
2019p475523,earthquake,2019-06-25T22:38:50.254Z,2019-06-25T22:44:21.836Z,175.4350891,-40.66721725,2.168901555,19.55426979,M,,LOCSAT,confirmed,manual,iasp91,26,19,14,0.109313048,95.19999695,0.522148462,0
2019p475479,earthquake,2019-06-25T22:15:41.471Z,2019-06-25T22:25:41.106Z,174.378067,-40.43479156,1.799944844,47.18099976,M,,LOCSAT,confirmed,manual,iasp91,13,8,6,0.505037427,109.8312349,0.50536804,0
2019p475343,earthquake,2019-06-25T21:03:13.466Z,2019-06-25T21:11:56.609Z,175.7244415,-40.26150131,1.657791104,20.2395134,M,,LOCSAT,confirmed,manual,iasp91,29,21,7,0.134266883,85.72825623,0.333708483,0
2019p475080,earthquake,2019-06-25T18:43:05.858Z,2019-06-25T18:47:25.819Z,175.5887604,-40.95571518,1.621326236,20.88324738,M,,LOCSAT,confirmed,manual,iasp91,21,13,7,0.080734357,72.4330368,0.405294789,0
2019p474852,earthquake,2019-06-25T16:41:11.211Z,2019-07-24T22:28:39.688Z,174.969223,-40.1248436,2.679474834,14.3261261,M,,LOCSAT,confirmed,manual,iasp91,46,27,17,0.27704972,80.40632629,0.821896116,0
2019p474748,earthquake,2019-06-25T15:45:52.277Z,2019-06-25T15:47:48.850Z,176.2910004,-40.40709305,2.14700146,20.76258278,M,,LOCSAT,confirmed,manual,iasp91,21,12,9,0.143962354,76.5421524,0.262529884,0
2019p474733,earthquake,2019-06-25T15:38:50.445Z,2019-06-25T15:49:19.759Z,175.8877563,-40.61164856,0.85116142,27.1972847,M,,LOCSAT,confirmed,manual,iasp91,13,7,4,0.085184045,79.21478271,0.551156495,0
2019p474483,earthquake,2019-06-25T13:24:43.787Z,2019-06-25T13:33:39.035Z,174.9879913,-40.10915756,2.143054133,19.85574913,M,,LOCSAT,confirmed,manual,iasp91,28,21,12,0.268564493,68.6627655,0.364133977,0
2019p474439,earthquake,2019-06-25T13:01:35.223Z,2019-06-25T13:17:07.557Z,174.2603455,-41.71492004,2.036716265,12.71076584,M,,LOCSAT,confirmed,manual,iasp91,15,9,8,0.048716489,139.7418671,0.39584445,0
2019p474379,earthquake,2019-06-25T12:29:20.135Z,2019-06-25T12:31:23.102Z,176.2997894,-40.34557343,1.436848891,26.67267036,M,,LOCSAT,confirmed,manual,iasp91,17,10,7,0.112005636,57.52597046,0.217906337,0
2019p474165,earthquake,2019-06-25T10:35:25.227Z,2019-06-25T10:40:24.673Z,174.63414,-41.31337357,2.194436894,29.63249969,M,,LOCSAT,confirmed,manual,iasp91,22,15,10,0.099815078,115.6731491,0.515347833,0
2019p473767,earthquake,2019-06-25T07:03:46.815Z,2019-06-25T07:16:01.245Z,174.9445343,-40.14267349,1.839220795,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,15,10,5,0.388841301,135.1452041,0.498233618,0
2019p473565,earthquake,2019-06-25T05:15:38.785Z,2019-06-25T05:23:29.604Z,174.9429474,-40.14762497,2.207562087,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,17,11,16,0.393870413,98.91862488,0.48457,0
